file_id,speaker_name,speaker_party,speech_text,speech_text_en,jaar,date,kamer,category,title,document_number,url,meta_url,vergadernummer
h-tk-20212022-19-11,De voorzitter,,"Ik constateer dat de leden van de fracties van Volt, Fractie Den Haan, de SGP, Lid Omtzigt, JA21, BBB, de PVV, FVD en Groep Van Haga voor deze motie hebben gestemd en de leden van de fracties van de SP, GroenLinks, DENK, de PvdA, de PvdD, D66, de ChristenUnie, de VVD en het CDA ertegen, zodat zij is verworpen.","I note that the members of the factions of Volt, Fractie Den Haan, the SGP, Member Omtzigt, JA21, BBB, the PVV, FVD and Groep Van Haga voted in favor of this motion and the members of the factions of the SP, GroenLinks, DENK, the PvdA, the PvdD, D66, the Christian Union, the VVD and the CDA against it, so that it has been rejected.",2021-2022,2021-11-09,tk,handelingen,11 Stemming motie Algemene Politieke Beschouwingen,,https://zoek.officielebekendmakingen.nl/h-tk-20212022-19-11.html,https://zoek.officielebekendmakingen.nl/h-tk-20212022-19-11.xml,"nr. 19, item 11"
h-tk-20212022-3-2,De voorzitter,,"Aan de orde is de voortzetting van de Algemene Politieke Beschouwingen. Ik heet wederom van harte welkom de woordvoerders en de bewindspersonen in vak-K; de minister-president, de minister van Volksgezondheid, Welzijn en Sport, de minister van Binnenlandse Zaken en Koninkrijksrelaties, de minister van Landbouw, Natuur en Voedselkwaliteit, de minister van Financiën en de minister van Sociale Zaken en Werkgelegenheid. Ik heet natuurlijk ook iedereen welkom die het debat volgt; de mensen op de publieke tribune en de kijkers thuis.
Vandaag starten we met het antwoord van de regering op vragen die de Kamer gisteren heeft gesteld. Ik herinner de woordvoerders eraan dat er meer ruimte voor het debat is als de interrupties kort en bondig zijn en niet worden ingeleid met een lange inleiding. Ik wilde eigenlijk het woord geven aan de minister-president, maar ik zie een aantal mensen staan. Ik geef allereerst even het woord aan de heer Wilders van de PVV. Daarna komen mevrouw Ploumen, de heer Klaver, mevrouw Marijnissen en dan de heer Azarkan. Maar eerst is het woord aan de heer Wilders van de PVV.","The agenda is the continuation of the General Political Considerations. I would once again like to welcome the spokespersons and ministers in section K; the Prime Minister, the Minister of Health, Welfare and Sport, the Minister of the Interior and Kingdom Relations, the Minister of Agriculture, Nature and Food Quality, the Minister of Finance and the Minister of Social Affairs and Employment. Of course, I also welcome everyone who follows the debate; the people in the public gallery and the viewers at home.
Today we start with the government's response to questions asked by the House yesterday. I remind the spokespersons that there is more room for debate if the interruptions are short and concise and are not introduced with a long introduction. I actually wanted to give the floor to the Prime Minister, but I see a number of people standing there. First of all, I will give the floor to Mr Wilders of the PVV. This is followed by Mrs Ploumen, Mr Klaver, Mrs Marijnissen and then Mr Azarkan. But first the floor is given to Mr Wilders of the PVV.",2021-2022,2021-09-23,tk,handelingen,2 Algemene Politieke Beschouwingen,,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.html,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.xml,"nr. 3, item 2"
h-tk-20212022-3-2,De heer Wilders,PVV,"Ik zou toch een poging willen wagen. Voordat we weer een hele dag gaan praten over de begroting, zou ik eigenlijk willen vragen of wij dit nu vandaag wel zouden moeten doen. Ik weet niet of dat een punt van orde is of een verzoek aan de minister-president. Meneer Rutte, ik zeg via de voorzitter: u heeft negen maanden geleden uw ontslag ingediend, u heeft zes maanden onderhandeld, u heeft een motie van afkeuring aan uw broek gekregen en mensen uit uw kabinet zijn met bosjes vertrokken, omdat de Kamer ze daartoe uitnodigde of omdat ze ergens hun zakken gingen vullen in het bedrijfsleven. Nederland heeft nu gewoon een stabiel kabinet nodig, een nieuw, missionair en stabiel kabinet. Dat gaat u niet lukken. Dat is u zes maanden niet gelukt. Natuurlijk is er vandaag debat en zullen we verder zien hoe het loopt, maar gister bleek dat dat brede midden waar u zo op hoopt ook niet echt staat te juichen. Ik zou dus een beroep op de minister-president willen doen in het belang van Nederland: ga niet langer door met deze mission impossible. Het gaat u niet lukken. Het vertrouwen is er onvoldoende. Help Nederland nou. Dit is geen politiek spel. Dit roep ik al minstens een halfjaar. Help Nederland nou vooruit door nieuwe verkiezingen uit te schrijven, zodat een nieuw kabinet met een fris mandaat, hernieuwd vertrouwen en misschien met nieuwe verhoudingen de Nederlandse problemen van immigratie tot woningbouw tot noem maar op kan oplossen. Dat gaat u niet lukken. Ik nodig u daartoe uit aan het begin van dit debat.","I'd still like to give it a try. Before we spend another whole day talking about the budget, I would actually like to ask whether we should be doing this today. I don't know whether that is a point of order or a request to the Prime Minister. Mr Rutte, I say through the chairman: you submitted your resignation nine months ago, you negotiated for six months, you received a motion of censure and people from your cabinet left in droves, because the House invited them to do so or because they went somewhere to line their pockets in the business community. The Netherlands now simply needs a stable cabinet, a new, missionary and stable cabinet. You're not going to succeed. You haven't been able to do that for six months. Of course there is a debate today and we will see how things go, but yesterday it turned out that the broad center you were hoping for is not really cheering either. I would therefore like to appeal to the Prime Minister in the interests of the Netherlands: do not continue with this mission impossible. You're not going to succeed. There is insufficient trust. Help the Netherlands now. This is not a political game. I've been saying this for at least six months. Help the Netherlands move forward by calling new elections, so that a new cabinet with a fresh mandate, renewed confidence and perhaps with new relationships can solve Dutch problems from immigration to housing construction and so on. You're not going to succeed. I invite you to do so at the beginning of this debate.",2021-2022,2021-09-23,tk,handelingen,2 Algemene Politieke Beschouwingen,,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.html,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.xml,"nr. 3, item 2"
h-tk-20212022-3-2,De voorzitter,,"Misschien is het goed als de minister-president daar straks op kan reageren. Ik wil ook even de anderen aan het woord laten. Als eerste mag mevrouw Ploumen, dan de heer Klaver en dan mevrouw Marijnissen. Mevrouw Ploumen van de PvdA.","Perhaps it would be good if the Prime Minister could respond to that later. I would also like to let the others speak. Mrs. Ploumen goes first, then Mr. Klaver and then Mrs. Marijnissen. Mrs Ploumen of the PvdA.",2021-2022,2021-09-23,tk,handelingen,2 Algemene Politieke Beschouwingen,,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.html,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.xml,"nr. 3, item 2"
h-tk-20212022-3-2,Mevrouw Ploumen,PvdA,"Voorzitter, goedemorgen.","Chairman, good morning.",2021-2022,2021-09-23,tk,handelingen,2 Algemene Politieke Beschouwingen,,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.html,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.xml,"nr. 3, item 2"
h-tk-20212022-3-2,De voorzitter,,Goedemorgen.,Good morning.,2021-2022,2021-09-23,tk,handelingen,2 Algemene Politieke Beschouwingen,,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.html,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.xml,"nr. 3, item 2"
h-tk-20212022-3-2,Mevrouw Ploumen,PvdA,"We hebben gisteren met de missionaire Kamer gesproken over oplossingen voor de problemen van Nederland, want het is duidelijk dat we van het demissionaire kabinet en de plannen die worden gepresenteerd, niks te verwachten hebben. Bij aanvang van dit debat zou ik de minister-president iets willen vragen. Er worden straks moties en amendementen ingediend. Wij gaan onze plannen presenteren en voorleggen aan de Kamer. Is de minister-president van zins om de moties en amendementen die worden aangenomen, ook integraal uit te voeren? Dat is een belangrijke vraag aan het begin van het debat.","Yesterday we spoke with the missionary Chamber about solutions to the problems of the Netherlands, because it is clear that we have nothing to expect from the outgoing cabinet and the plans that are presented. At the start of this debate I would like to ask the Prime Minister something. Motions and amendments will be submitted soon. We are going to present our plans and submit them to the House. Does the Prime Minister intend to fully implement the motions and amendments that are adopted? That is an important question at the start of the debate.",2021-2022,2021-09-23,tk,handelingen,2 Algemene Politieke Beschouwingen,,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.html,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.xml,"nr. 3, item 2"
h-tk-20212022-3-2,De voorzitter,,Deze vraag wordt ook meegegeven aan de minister-president. De heer Klaver voegt zich bij mevrouw Ploumen. Ik zag mevrouw Marijnissen ook even staan. Nee? Oké. Dan wil ik aan de minister-president vragen om in ieder geval te reageren op de vragen die net zijn gesteld en dan gaan we over tot de rest van het debat. Het woord is aan de minister-president.,This question is also forwarded to the Prime Minister. Mr Klaver joins Mrs Ploumen. I also saw Mrs. Marijnissen standing there for a moment. No? Okay. Then I would like to ask the Prime Minister to at least respond to the questions that have just been asked and then we will move on to the rest of the debate. The floor belongs to the Prime Minister.,2021-2022,2021-09-23,tk,handelingen,2 Algemene Politieke Beschouwingen,,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.html,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.xml,"nr. 3, item 2"
h-tk-20212022-3-2,Rutte,,"De heer Wilders zei het eigenlijk zelf al. Hij zei: ik roep al een halfjaar om nieuwe verkiezingen. Die verkiezingen waren half maart. Hij is inderdaad een paar weken na die verkiezingen begonnen te roepen dat er nieuwe verkiezingen moeten komen. Dat is natuurlijk niet de manier om tot een stabiel landsbestuur te komen. Ik wil daar twee dingen over zeggen. In de eerste plaats vind ik ook — dat vinden wij volgens mij allemaal in deze Kamer en zeker in wat Uri Rosenthal ooit ""dat brede politieke midden"" heeft genoemd — dat er snel een kabinet moet komen. Ik meen dat dat geldt van GroenLinks tot en met VVD. Twee. Zolang dat stabiele nieuwe kabinet er niet is, kunt u erop rekenen dat dit demissionaire kabinet in opdracht van de Koning alles zal doen wat noodzakelijk is voor een stabiel landsbestuur. Daarbij acht het zich, zoals we steeds gezegd hebben, in het bijzonder missionair op twee onderwerpen, namelijk de bestrijding van de coronacrisis en de afwikkeling van de verschrikkelijke affaire met de kinderopvangtoeslag. Dat op dat punt.
Dan over de amendementen en de moties. Als amendementen eenmaal in een wet zijn verwerkt, kan het kabinet hoogstens nog het contraseign weigeren. Dat is hoogst ongebruikelijk en bij een begroting zelfs heel kwetsbaar. Dat lijkt mij dus een uiterst onwaarschijnlijke route. Als moties ondanks een negatieve advisering aan worden genomen, worden die natuurlijk zoals altijd — zover is het nog niet; we gaan het debat natuurlijk voeren — in het kabinet besproken. Dan komen we daarna heel snel met een appreciatie terug naar de Kamer.","Mr Wilders actually said it himself. He said: I have been calling for new elections for six months. Those elections were in mid-March. Indeed, a few weeks after those elections, he started calling for new elections. That is of course not the way to achieve stable national government. I want to say two things about that. First of all, I also think - I think we all think so in this Chamber and certainly in what Uri Rosenthal once called ""that broad political center"" - that a cabinet must be formed quickly. I believe that this applies from GroenLinks to VVD. Two. As long as that stable new cabinet is not in place, you can count on that this outgoing cabinet, on behalf of the King, will do everything necessary for a stable national government. In addition, as we have always said, it considers itself particularly missionary on two topics, namely the fight against the corona crisis and the settlement of the terrible childcare allowance affair. That at that point.
Then about the amendments and motions. Once amendments have been incorporated into a law, the cabinet can at most refuse the countersignal. That is highly unusual and even very vulnerable in a budget. That seems to me an extremely unlikely route. If motions are adopted despite a negative recommendation, they will of course become the same as always - that is not the case yet; We will of course have the debate - discussed in the cabinet. Then we will quickly return to the House with an appreciation.",2021-2022,2021-09-23,tk,handelingen,2 Algemene Politieke Beschouwingen,,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.html,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.xml,"nr. 3, item 2"
h-tk-20212022-3-2,De voorzitter,,Dank u wel. Ik geef eerst even het woord aan de heer Wilders en dan aan mevrouw Ploumen.,Thank you. I will first give the floor to Mr Wilders and then to Mrs Ploumen.,2021-2022,2021-09-23,tk,handelingen,2 Algemene Politieke Beschouwingen,,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.html,https://zoek.officielebekendmakingen.nl/h-tk-20212022-3-2.xml,"nr. 3, item 2"
